868;7562.390256
334;7602.221139
143;7615.340045
846;7580.831386
522;7598.640078
10;7628.469263
183;7621.629313
213;7622.014204
666;7599.540148
361;7622.018908
238;7630.041243
696;7608.380925
95;7648.547402
644;7620.523395
548;7628.018526
617;7624.496679
612;7640.107208
683;7640.434905
12;7698.719465
330;7679.940993
676;7661.596166
92;7697.873759
691;7664.704608
466;7679.1190910000005
834;7660.5818739999995
595;7674.688481
656;7675.8341359999995
495;7692.3749769999995
164;7713.903826
752;7681.07166
723;7684.910394
627;7691.515798
874;7678.568875
435;7710.136713
35;7740.409429
300;7725.00605
908;7693.490992
472;7722.64043
844;7704.899759
651;7716.186818
912;7704.194775
660;7718.056872
909;7705.503433
943;7708.262355
826;7716.614679
758;7719.856188
100;7759.600723
981;7710.40381
768;7729.985726
820;7728.573226
788;7730.308273
372;7757.806836
62;7778.971343
749;7742.437536
653;7748.081049
192;7777.132211
872;7737.423608
460;7758.857014
741;7745.339271
68;7791.620718
262;7778.01739
497;7769.860089
761;7755.884224
731;7760.709167
389;7780.790265
479;7778.255749
160;7799.185006
119;7803.5594710000005
526;7778.458111
605;7774.101262
235;7796.322693
197;7804.877195
647;7779.633202
114;7812.455382
375;7797.633106
619;7786.325743
682;7788.851221
740;7786.12489
990;7773.186685
674;7792.7009849999995
687;7793.3179
71;7828.669423
322;7812.731952
592;7798.285552
857;7784.901842
53;7830.689272
865;7785.844146
781;7793.710059
771;7796.391095
438;7817.262344
607;7809.405214
515;7815.577071
328;7828.131827
946;7795.111457
485;7825.228332
506;7825.564648
159;7849.815056
97;7852.999301
83;7855.675244
615;7824.247936
287;7841.762355
407;7839.257383
158;7857.436758
314;7848.324524
661;7829.789479
668;7829.518564
366;7849.683969
729;7835.077787
386;7852.064317
679;7840.657702
562;7846.594775
269;7861.824089
294;7862.0038
29;7880.932532
217;7870.440858
70;7884.431893
732;7846.1781630000005
523;7859.600892
894;7842.633487
911;7842.015507
588;7859.562619
115;7890.186417
932;7845.595715
956;7845.692935
236;7882.861468
404;7876.518518
108;7897.340468
250;7885.816504
903;7851.40229
528;7872.6269489999995
113;7899.509074
144;7901.016106
840;7861.0951000000005
196;7898.732499
719;7869.242693
672;7872.790078
22;7912.788971
779;7871.255379
823;7869.162698
93;7911.178647
852;7868.475303
988;7862.690091
518;7890.018207
118;7916.039734
8;7920.92791
383;7900.417127
896;7873.38084
21;7924.1030279999995
900;7874.573733
67;7922.151194
364;7904.834803
667;7892.070217
214;7918.963687
58;7931.1514879999995
471;7909.1015800000005
403;7916.022977
359;7921.0783169999995
556;7912.603813
342;7926.873058
189;7938.822359
953;7895.08986
578;7914.953888
842;7902.172792
541;7917.849316
20;7948.256959
102;7945.947036
789;7907.356908
291;7936.027444
478;7925.645596
646;7918.463972
583;7924.064776
343;7938.547581
185;7952.847016
430;7936.260239
787;7918.663879
812;7917.296963
624;7929.348292
59;7962.456257
257;7956.891643
959;7921.624889
550;7943.031787
512;7948.14347
659;7943.811895
892;7930.763263
465;7956.5223320000005
941;7936.265276
974;7941.362779
15;7996.269351
307;7978.534608
309;7978.496966
759;7958.606361
544;7971.47978
89;7998.996383
459;7975.543457
258;7987.593387
576;7974.521783
49;8007.255932
275;7993.631034
579;7977.899138
313;7992.266654
454;7983.78168
90;8007.009302
362;7988.542107
103;8007.682563
963;7961.142743
182;8006.871116
450;7989.185469
303;7998.386287
748;7977.393625
302;8003.808287
772;7978.576046
428;7996.789582
881;7972.941362
295;8008.273638
914;7976.353306
33;8029.162082
107;8026.041559
637;7994.436039
969;7976.211561
355;8009.793643
77;8028.508125
254;8015.633357
155;8024.879869
763;7990.202095
151;8026.378456
933;7981.619879
915;7983.588181
757;7991.864913
899;7985.463266
925;7985.637238
268;8021.453662
905;7989.897996
422;8015.666581
765;7997.508444
628;8004.878353
117;8036.942919
443;8016.0646
736;8000.347577
473;8014.192697
200;8035.027694
312;8025.851275
822;7998.532814
718;8006.746366
780;8002.85386
146;8039.921061
166;8039.184268
955;7996.24584
352;8028.336407
742;8010.280616
413;8032.003774
598;8022.196103
804;8014.871613
921;8008.482359
288;8042.211339
906;8009.191622
81;8061.538797
986;8009.217091
405;8041.001737
226;8053.176597
924;8017.088059
368;8049.182837
581;8038.805138
513;8042.222022
3;8073.822816
869;8024.41839
297;8055.088575
730;8032.740544
27;8071.984298
104;8069.882833
482;8045.996384
233;8060.954072
983;8020.757693
442;8050.632904
397;8054.8618
52;8076.375867
37;8077.209694
636;8044.758101
341;8065.408354
949;8033.637364
621;8050.60283
241;8071.514713
530;8056.684674
30;8086.161246
109;8083.903156
524;8059.539037
951;8038.269141
975;8035.443113
738;8050.128994
810;8047.751295
629;8060.431178
260;8081.939349
481;8070.242075
136;8094.26034
641;8064.345627
424;8075.664569
425;8078.775854
643;8067.473092
664;8068.753325
973;8051.831549
884;8059.490934
284;8091.8599
934;8061.704264
350;8092.157243
704;8074.405481
91;8110.784572
797;8071.220201
86;8115.293013
875;8073.345925
827;8076.161852
717;8082.450169
553;8098.69676
477;8102.327886
722;8091.558028
240;8119.040496
227;8119.540295
591;8101.385092
61;8132.191272
161;8127.589818
40;8135.392217
94;8135.228869
333;8119.75108
675;8102.587263
365;8120.049336
54;8140.11403
567;8110.328983
418;8117.844353
681;8106.682013
222;8129.69165
483;8116.42398
841;8098.050275
654;8109.03623
88;8146.313779
728;8109.862393
134;8143.842454
432;8124.837567
720;8111.418503
470;8125.703057
17;8156.040476
84;8153.102788
98;8152.605687
393;8133.129781
876;8107.910126
6;8156.898892
783;8112.970221
755;8117.351657
423;8135.107965
754;8118.554688
396;8140.570752
447;8138.258121
419;8140.751984
703;8127.71117
942;8114.650449
484;8141.5944
85;8166.379111
558;8138.191
947;8117.720173
273;8153.158081
769;8129.039841
861;8124.074313
890;8124.450892
962;8121.493582
60;8173.017579
756;8132.967657
137;8172.47828
351;8157.522431
525;8148.78699
168;8171.084425
519;8149.143711
895;8128.823121
854;8135.250821
561;8151.272432
502;8154.154085
882;8134.770114
504;8155.276783
408;8162.394899
514;8157.043986
799;8142.088264
635;8151.810741
434;8164.617729
356;8169.219723
207;8177.134618
320;8172.388731
218;8178.671993
689;8155.174354
354;8174.712278
848;8151.137981
936;8149.329389
564;8169.079482
770;8157.904805
777;8157.606728
304;8186.29354
991;8148.228924
839;8157.947134
805;8162.673115
50;8205.563819
547;8177.590657
261;8193.522309
331;8192.800759
657;8176.371544
863;8165.009425
439;8190.744606
843;8170.919249
694;8179.117722
170;8209.778728
726;8177.637713
521;8187.845288
31;8217.716304
594;8188.617155
802;8177.487721
626;8186.525443
133;8216.379785
45;8220.335659
245;8207.549419
172;8218.546558
600;8192.230295
19;8228.046264
980;8174.31907
999;8174.407658
492;8202.400159
520;8205.346768
384;8212.071755
399;8214.535439
622;8202.897469
18;8237.832087
565;8208.483573
145;8233.973555
311;8222.266769
534;8209.909116
461;8215.562776
609;8208.164268
901;8193.645401
464;8216.616895
433;8218.755902
505;8216.051808
692;8207.856614
555;8219.133622
149;8244.243807
634;8215.142083
665;8213.990885
650;8214.675942
540;8220.363626
702;8212.518189
267;8236.027771
866;8206.728122
700;8218.941948
416;8233.374024
853;8210.181512
318;8239.355949
132;8252.763306
888;8208.436424
231;8246.369119
673;8224.319729
150;8255.227217
51;8261.0967
750;8221.050211
743;8223.697154
201;8256.669691
928;8214.568174
786;8227.514308
613;8236.69428
0;8274.939626
401;8247.791244
249;8255.764962
785;8229.143677
25;8272.216214
55;8276.055604
177;8270.306277
237;8262.995777
187;8271.116543
316;8262.345974
154;8274.20108
373;8259.604564
